Date, Bitcoin,Ethereum,Bitcoin Cash,Litecoin,XRP,Dash,Monero,Others
May 29 2013, 95.4, 0, 0, 3.69, 0, 0, 0, 0.91, 
May 30 2013, 95.54, 0, 0, 3.59, 0, 0, 0, 0.87, 
May 31 2013, 95.68, 0, 0, 3.53, 0, 0, 0, 0.79, 
June 1 2013, 95.81, 0, 0, 3.44, 0, 0, 0, 0.75, 
June 2 2013, 95.8, 0, 0, 3.42, 0, 0, 0, 0.78, 
June 3 2013, 95.77, 0, 0, 3.46, 0, 0, 0, 0.77, 
June 4 2013, 95.71, 0, 0, 3.51, 0, 0, 0, 0.79, 
June 5 2013, 95.55, 0, 0, 3.69, 0, 0, 0, 0.76, 
June 6 2013, 95.61, 0, 0, 3.65, 0, 0, 0, 0.74, 
June 7 2013, 95.61, 0, 0, 3.65, 0, 0, 0, 0.75, 
June 8 2013, 95.59, 0, 0, 3.67, 0, 0, 0, 0.74, 
June 9 2013, 95.54, 0, 0, 3.69, 0, 0, 0, 0.77, 
June 10 2013, 95.48, 0, 0, 3.71, 0, 0, 0, 0.81, 
June 11 2013, 95.55, 0, 0, 3.66, 0, 0, 0, 0.79, 
June 12 2013, 95.83, 0, 0, 3.41, 0, 0, 0, 0.76, 
June 13 2013, 95.78, 0, 0, 3.47, 0, 0, 0, 0.76, 
June 14 2013, 95.82, 0, 0, 3.44, 0, 0, 0, 0.74, 
June 15 2013, 95.88, 0, 0, 3.38, 0, 0, 0, 0.74, 
June 16 2013, 95.96, 0, 0, 3.31, 0, 0, 0, 0.73, 
June 17 2013, 96.02, 0, 0, 3.28, 0, 0, 0, 0.7, 
June 18 2013, 95.84, 0, 0, 3.46, 0, 0, 0, 0.7, 
June 19 2013, 95.95, 0, 0, 3.38, 0, 0, 0, 0.67, 
June 20 2013, 95.88, 0, 0, 3.37, 0, 0, 0, 0.75, 
June 21 2013, 95.92, 0, 0, 3.33, 0, 0, 0, 0.75, 
June 22 2013, 95.53, 0, 0, 3.76, 0, 0, 0, 0.71, 
June 23 2013, 94.54, 0, 0, 4.75, 0, 0, 0, 0.71, 
June 24 2013, 94.74, 0, 0, 4.53, 0, 0, 0, 0.73, 
June 25 2013, 94.99, 0, 0, 4.28, 0, 0, 0, 0.73, 
June 26 2013, 94.95, 0, 0, 4.3, 0, 0, 0, 0.76, 
June 27 2013, 94.98, 0, 0, 4.3, 0, 0, 0, 0.72, 
June 28 2013, 94.74, 0, 0, 4.52, 0, 0, 0, 0.74, 
June 29 2013, 94.65, 0, 0, 4.61, 0, 0, 0, 0.74, 
June 30 2013, 94.61, 0, 0, 4.64, 0, 0, 0, 0.75, 
July 1 2013, 94.45, 0, 0, 4.81, 0, 0, 0, 0.74, 
July 2 2013, 93.94, 0, 0, 5.3, 0, 0, 0, 0.76, 
July 3 2013, 94.13, 0, 0, 5.06, 0, 0, 0, 0.81, 
July 4 2013, 93.79, 0, 0, 5.39, 0, 0, 0, 0.82, 
July 5 2013, 93.72, 0, 0, 5.36, 0, 0, 0, 0.91, 
July 6 2013, 93.33, 0, 0, 5.67, 0, 0, 0, 1, 
July 7 2013, 93.37, 0, 0, 5.61, 0, 0, 0, 1.02, 
July 8 2013, 93.49, 0, 0, 5.58, 0, 0, 0, 0.94, 
July 9 2013, 93.63, 0, 0, 5.45, 0, 0, 0, 0.92, 
July 10 2013, 93.68, 0, 0, 5.38, 0, 0, 0, 0.93, 
July 11 2013, 93.69, 0, 0, 5.38, 0, 0, 0, 0.92, 
July 12 2013, 94.05, 0, 0, 5.02, 0, 0, 0, 0.93, 
July 13 2013, 94.3, 0, 0, 4.79, 0, 0, 0, 0.91, 
July 14 2013, 94.35, 0, 0, 4.73, 0, 0, 0, 0.91, 
July 15 2013, 94.3, 0, 0, 4.78, 0, 0, 0, 0.92, 
July 16 2013, 94.24, 0, 0, 4.85, 0, 0, 0, 0.91, 
July 17 2013, 93.97, 0, 0, 5.1, 0, 0, 0, 0.93, 
July 18 2013, 93.94, 0, 0, 5.11, 0, 0, 0, 0.95, 
July 19 2013, 93.85, 0, 0, 5.13, 0, 0, 0, 1.02, 
July 20 2013, 93.84, 0, 0, 5.13, 0, 0, 0, 1.03, 
July 21 2013, 93.81, 0, 0, 5.16, 0, 0, 0, 1.03, 
July 22 2013, 93.85, 0, 0, 5.13, 0, 0, 0, 1.02, 
July 23 2013, 93.85, 0, 0, 5.1, 0, 0, 0, 1.05, 
July 24 2013, 93.93, 0, 0, 5.02, 0, 0, 0, 1.05, 
July 25 2013, 93.97, 0, 0, 4.98, 0, 0, 0, 1.05, 
July 26 2013, 93.95, 0, 0, 5, 0, 0, 0, 1.05, 
July 27 2013, 94.01, 0, 0, 4.91, 0, 0, 0, 1.08, 
July 28 2013, 93.96, 0, 0, 4.97, 0, 0, 0, 1.07, 
July 29 2013, 94.09, 0, 0, 4.88, 0, 0, 0, 1.03, 
July 30 2013, 94.11, 0, 0, 4.83, 0, 0, 0, 1.06, 
July 31 2013, 94.3, 0, 0, 4.64, 0, 0, 0, 1.06, 
August 1 2013, 94.5, 0, 0, 4.45, 0, 0, 0, 1.05, 
August 2 2013, 94.37, 0, 0, 4.58, 0, 0, 0, 1.04, 
August 3 2013, 94.4, 0, 0, 4.47, 0, 0, 0, 1.14, 
August 4 2013, 94.24, 0, 0, 4.59, 0, 0, 0, 1.17, 
August 5 2013, 90.91, 0, 0, 4.54, 3.46, 0, 0, 1.09, 
August 6 2013, 91.36, 0, 0, 4.3, 3.29, 0, 0, 1.05, 
August 7 2013, 91.96, 0, 0, 4.26, 2.73, 0, 0, 1.05, 
August 8 2013, 92.1, 0, 0, 4.12, 2.63, 0, 0, 1.15, 
August 9 2013, 92, 0, 0, 4.25, 2.57, 0, 0, 1.17, 
August 10 2013, 92.02, 0, 0, 4.22, 2.6, 0, 0, 1.16, 
August 11 2013, 92.11, 0, 0, 4.11, 2.63, 0, 0, 1.15, 
August 12 2013, 92.14, 0, 0, 4.1, 2.62, 0, 0, 1.14, 
August 13 2013, 92.18, 0, 0, 4.03, 2.62, 0, 0, 1.18, 
August 14 2013, 92.24, 0, 0, 4.1, 2.44, 0, 0, 1.21, 
August 15 2013, 92.77, 0, 0, 3.93, 2.12, 0, 0, 1.19, 
August 16 2013, 92.86, 0, 0, 4.09, 1.89, 0, 0, 1.16, 
August 17 2013, 93.08, 0, 0, 4.09, 1.66, 0, 0, 1.17, 
August 18 2013, 91.79, 0, 0, 4.02, 3.04, 0, 0, 1.15, 
August 19 2013, 91.5, 0, 0, 3.99, 3.37, 0, 0, 1.15, 
August 20 2013, 92.13, 0, 0, 3.83, 2.91, 0, 0, 1.13, 
August 21 2013, 91.98, 0, 0, 3.79, 3.12, 0, 0, 1.11, 
August 22 2013, 92.26, 0, 0, 3.53, 3.17, 0, 0, 1.04, 
August 23 2013, 92.28, 0, 0, 3.6, 3.07, 0, 0, 1.04, 
August 24 2013, 92.48, 0, 0, 3.77, 2.69, 0, 0, 1.06, 
August 25 2013, 92.36, 0, 0, 3.73, 2.86, 0, 0, 1.05, 
August 26 2013, 92.45, 0, 0, 3.41, 3.09, 0, 0, 1.04, 
August 27 2013, 92.11, 0, 0, 3.54, 3.31, 0, 0, 1.05, 
August 28 2013, 92.55, 0, 0, 3.32, 3.17, 0, 0, 0.96, 
August 29 2013, 92.41, 0, 0, 3.44, 3.17, 0, 0, 0.98, 
August 30 2013, 92.5, 0, 0, 3.44, 3.1, 0, 0, 0.96, 
August 31 2013, 92.94, 0, 0, 3.28, 2.85, 0, 0, 0.92, 
September 1 2013, 93.33, 0, 0, 3.17, 2.61, 0, 0, 0.88, 
September 2 2013, 93.42, 0, 0, 3.17, 2.53, 0, 0, 0.88, 
September 3 2013, 93.37, 0, 0, 3.15, 2.59, 0, 0, 0.89, 
September 4 2013, 93.41, 0, 0, 3.16, 2.54, 0, 0, 0.88, 
September 5 2013, 92.66, 0, 0, 3.66, 2.77, 0, 0, 0.91, 
September 6 2013, 92.57, 0, 0, 3.67, 2.82, 0, 0, 0.94, 
September 7 2013, 92.37, 0, 0, 3.62, 3.04, 0, 0, 0.97, 
September 8 2013, 92.36, 0, 0, 3.6, 3.08, 0, 0, 0.96, 
September 9 2013, 92.18, 0, 0, 3.71, 3.13, 0, 0, 0.97, 
September 10 2013, 92.42, 0, 0, 3.52, 3.13, 0, 0, 0.93, 
September 11 2013, 92.66, 0, 0, 3.51, 2.88, 0, 0, 0.95, 
September 12 2013, 92.72, 0, 0, 3.47, 2.87, 0, 0, 0.95, 
September 13 2013, 92.76, 0, 0, 3.38, 2.93, 0, 0, 0.93, 
September 14 2013, 92.73, 0, 0, 3.33, 3.03, 0, 0, 0.91, 
September 15 2013, 92.67, 0, 0, 3.4, 3.02, 0, 0, 0.91, 
September 16 2013, 92.61, 0, 0, 3.43, 3.06, 0, 0, 0.9, 
September 17 2013, 92.44, 0, 0, 3.36, 3.3, 0, 0, 0.9, 
September 18 2013, 91.41, 0, 0, 3.31, 4.4, 0, 0, 0.87, 
September 19 2013, 90.93, 0, 0, 3.23, 4.97, 0, 0, 0.86, 
September 20 2013, 90.7, 0, 0, 3.33, 5.09, 0, 0, 0.88, 
September 21 2013, 91.02, 0, 0, 3.24, 4.87, 0, 0, 0.88, 
September 22 2013, 91.15, 0, 0, 3.31, 4.66, 0, 0, 0.89, 
September 23 2013, 91, 0, 0, 3.26, 4.83, 0, 0, 0.91, 
September 24 2013, 90.97, 0, 0, 3.28, 4.87, 0, 0, 0.89, 
September 25 2013, 90.94, 0, 0, 3.23, 4.95, 0, 0, 0.88, 
September 26 2013, 90.99, 0, 0, 3.17, 4.96, 0, 0, 0.88, 
September 27 2013, 90.5, 0, 0, 3.11, 5.48, 0, 0, 0.91, 
September 28 2013, 89.55, 0, 0, 3.02, 6.52, 0, 0, 0.9, 
September 29 2013, 90.03, 0, 0, 2.84, 6.2, 0, 0, 0.92, 
September 30 2013, 90.47, 0, 0, 2.78, 5.82, 0, 0, 0.93, 
October 1 2013, 91.05, 0, 0, 3.05, 4.89, 0, 0, 1, 
October 2 2013, 91.08, 0, 0, 3.07, 4.83, 0, 0, 1.01, 
October 3 2013, 92.01, 0, 0, 2.85, 4.12, 0, 0, 1.02, 
October 4 2013, 91.7, 0, 0, 2.98, 4.29, 0, 0, 1.03, 
October 5 2013, 91.32, 0, 0, 2.91, 4.62, 0, 0, 1.15, 
October 6 2013, 91.46, 0, 0, 2.85, 4.42, 0, 0, 1.27, 
October 7 2013, 91.22, 0, 0, 2.87, 4.61, 0, 0, 1.3, 
October 8 2013, 91.61, 0, 0, 2.79, 4.37, 0, 0, 1.22, 
October 9 2013, 91.48, 0, 0, 2.63, 4.61, 0, 0, 1.28, 
October 10 2013, 91.71, 0, 0, 2.57, 4.49, 0, 0, 1.24, 
October 11 2013, 91.46, 0, 0, 2.75, 4.55, 0, 0, 1.25, 
October 12 2013, 91.82, 0, 0, 2.75, 4.2, 0, 0, 1.24, 
October 13 2013, 91.88, 0, 0, 2.71, 4.14, 0, 0, 1.26, 
October 14 2013, 92.28, 0, 0, 2.73, 3.69, 0, 0, 1.3, 
October 15 2013, 92.64, 0, 0, 2.55, 3.72, 0, 0, 1.09, 
October 16 2013, 93.17, 0, 0, 2.36, 3.49, 0, 0, 0.98, 
October 17 2013, 93.58, 0, 0, 2.31, 3.12, 0, 0, 0.99, 
October 18 2013, 93.19, 0, 0, 2.28, 3.52, 0, 0, 1, 
October 19 2013, 93.64, 0, 0, 2.21, 3.17, 0, 0, 0.98, 
October 20 2013, 94.64, 0, 0, 1.9, 2.62, 0, 0, 0.84, 
October 21 2013, 94.73, 0, 0, 1.98, 2.43, 0, 0, 0.87, 
October 22 2013, 95.15, 0, 0, 1.78, 2.29, 0, 0, 0.78, 
October 23 2013, 95.42, 0, 0, 1.65, 2.22, 0, 0, 0.71, 
October 24 2013, 94.99, 0, 0, 2, 2.31, 0, 0, 0.7, 
October 25 2013, 94.59, 0, 0, 1.99, 2.67, 0, 0, 0.74, 
October 26 2013, 94.44, 0, 0, 2.35, 2.37, 0, 0, 0.83, 
October 27 2013, 94.81, 0, 0, 2.26, 2.13, 0, 0, 0.8, 
October 28 2013, 95.03, 0, 0, 2.01, 2.19, 0, 0, 0.78, 
October 29 2013, 95.35, 0, 0, 1.95, 1.92, 0, 0, 0.78, 
October 30 2013, 95.48, 0, 0, 1.89, 1.83, 0, 0, 0.8, 
October 31 2013, 95.4, 0, 0, 1.97, 1.85, 0, 0, 0.78, 
November 1 2013, 95.33, 0, 0, 2.03, 1.85, 0, 0, 0.8, 
November 2 2013, 95.22, 0, 0, 2.12, 1.88, 0, 0, 0.78, 
November 3 2013, 94.97, 0, 0, 2.23, 1.97, 0, 0, 0.84, 
November 4 2013, 94.56, 0, 0, 2.54, 2.09, 0, 0, 0.81, 
November 5 2013, 94.76, 0, 0, 2.48, 1.96, 0, 0, 0.8, 
November 6 2013, 95.27, 0, 0, 2.17, 1.82, 0, 0, 0.74, 
November 7 2013, 94.96, 0, 0, 2.42, 1.83, 0, 0, 0.79, 
November 8 2013, 94.73, 0, 0, 2.7, 1.84, 0, 0, 0.73, 
November 9 2013, 94.8, 0, 0, 2.5, 1.99, 0, 0, 0.71, 
November 10 2013, 95.48, 0, 0, 2.22, 1.64, 0, 0, 0.66, 
November 11 2013, 95.45, 0, 0, 2.17, 1.64, 0, 0, 0.73, 
November 12 2013, 95.59, 0, 0, 2.12, 1.58, 0, 0, 0.71, 
November 13 2013, 95.63, 0, 0, 2.07, 1.63, 0, 0, 0.67, 
November 14 2013, 95.73, 0, 0, 1.91, 1.74, 0, 0, 0.61, 
November 15 2013, 96.07, 0, 0, 1.9, 1.45, 0, 0, 0.57, 
November 16 2013, 96.12, 0, 0, 1.85, 1.46, 0, 0, 0.58, 
November 17 2013, 96.15, 0, 0, 1.82, 1.45, 0, 0, 0.58, 
November 18 2013, 96.4, 0, 0, 1.68, 1.36, 0, 0, 0.56, 
November 19 2013, 95.75, 0, 0, 2.68, 1.06, 0, 0, 0.51, 
November 20 2013, 96.22, 0, 0, 2.49, 0.78, 0, 0, 0.51, 
November 21 2013, 96.18, 0, 0, 2.49, 0.79, 0, 0, 0.54, 
November 22 2013, 95.94, 0, 0, 2.49, 0.86, 0, 0, 0.71, 
November 23 2013, 95.81, 0, 0, 2.53, 0.8, 0, 0, 0.86, 
November 24 2013, 95.83, 0, 0, 2.45, 0.76, 0, 0, 0.95, 
November 25 2013, 95.63, 0, 0, 2.48, 0.87, 0, 0, 1.02, 
November 26 2013, 94.98, 0, 0, 2.47, 1.33, 0, 0, 1.22, 
November 27 2013, 92.82, 0, 0, 3.54, 1.85, 0, 0, 1.79, 
November 28 2013, 91.49, 0, 0, 5.15, 1.53, 0, 0, 1.82, 
November 29 2013, 89.4, 0, 0, 6.78, 1.62, 0, 0, 2.2, 
November 30 2013, 90.01, 0, 0, 5.96, 1.62, 0, 0, 2.41, 
Dec 1 2013, 88.99, 0, 0, 5.95, 1.86, 0, 0, 3.2, 
Dec 2 2013, 87.58, 0, 0, 6.05, 2.99, 0, 0, 3.38, 
Dec 3 2013, 88.63, 0, 0, 5.43, 3.16, 0, 0, 2.79, 
Dec 4 2013, 88.8, 0, 0, 5.61, 2.62, 0, 0, 2.96, 
Dec 5 2013, 87.82, 0, 0, 6.43, 2.83, 0, 0, 2.92, 
Dec 6 2013, 87.49, 0, 0, 6.46, 3.01, 0, 0, 3.03, 
Dec 7 2013, 88.31, 0, 0, 6.02, 2.96, 0, 0, 2.7, 
Dec 8 2013, 88.87, 0, 0, 5.79, 2.74, 0, 0, 2.6, 
Dec 9 2013, 88.71, 0, 0, 5.91, 2.64, 0, 0, 2.74, 
Dec 10 2013, 88.2, 0, 0, 6.12, 2.5, 0, 0, 3.18, 
Dec 11 2013, 87.8, 0, 0, 6.4, 2.53, 0, 0, 3.27, 
Dec 12 2013, 88.31, 0, 0, 6.1, 2.47, 0, 0, 3.13, 
Dec 13 2013, 88.23, 0, 0, 6.24, 2.36, 0, 0, 3.17, 
Dec 14 2013, 88.42, 0, 0, 6.14, 2.25, 0, 0, 3.18, 
Dec 15 2013, 88.8, 0, 0, 6.11, 2.12, 0, 0, 2.97, 
Dec 16 2013, 88.74, 0, 0, 6.28, 1.9, 0, 0, 3.08, 
Dec 17 2013, 88.98, 0, 0, 6.3, 1.84, 0, 0, 2.88, 
Dec 18 2013, 90.02, 0, 0, 5.76, 1.57, 0, 0, 2.64, 
Dec 19 2013, 90.64, 0, 0, 5.02, 1.75, 0, 0, 2.59, 
Dec 20 2013, 90.66, 0, 0, 4.83, 1.78, 0, 0, 2.73, 
Dec 21 2013, 90.17, 0, 0, 4.96, 1.9, 0, 0, 2.97, 
Dec 22 2013, 90.01, 0, 0, 4.98, 2.06, 0, 0, 2.96, 
Dec 23 2013, 90.03, 0, 0, 4.82, 2.04, 0, 0, 3.11, 
Dec 24 2013, 90.19, 0, 0, 4.79, 2.03, 0, 0, 2.99, 
Dec 25 2013, 90.16, 0, 0, 4.74, 1.99, 0, 0, 3.12, 
Dec 26 2013, 88.49, 0, 0, 5.34, 1.85, 0, 0, 4.32, 
Dec 27 2013, 87.75, 0, 0, 5.66, 1.8, 0, 0, 4.79, 
Dec 28 2013, 87.95, 0, 0, 5.48, 2, 0, 0, 4.57, 
Dec 29 2013, 87.92, 0, 0, 5.45, 2.13, 0, 0, 4.51, 
Dec 30 2013, 87.7, 0, 0, 5.64, 2.08, 0, 0, 4.58, 
Dec 31 2013, 87.6, 0, 0, 5.72, 2.03, 0, 0, 4.65, 
Jan 1 2014, 87.57, 0, 0, 5.66, 2.05, 0, 0, 4.73, 
Jan 2 2014, 87.49, 0, 0, 5.62, 1.98, 0, 0, 4.9, 
Jan 3 2014, 87, 0, 0, 5.72, 2.01, 0, 0, 5.27, 
Jan 4 2014, 87.9, 0, 0, 5.36, 1.91, 0, 0, 4.83, 
Jan 5 2014, 87.93, 0, 0, 5.26, 1.86, 0, 0, 4.95, 
Jan 6 2014, 88.62, 0, 0, 5.07, 1.73, 0, 0, 4.58, 
Jan 7 2014, 88.61, 0, 0, 5.5, 1.5, 0, 0, 4.39, 
Jan 8 2014, 88.85, 0, 0, 5.36, 1.63, 0, 0, 4.17, 
Jan 9 2014, 89.13, 0, 0, 5.18, 1.59, 0, 0, 4.1, 
Jan 10 2014, 89.26, 0, 0, 5.2, 1.5, 0, 0, 4.04, 
Jan 11 2014, 89.23, 0, 0, 5.19, 1.5, 0, 0, 4.08, 
Jan 12 2014, 89.21, 0, 0, 5.28, 1.5, 0, 0, 4.01, 
Jan 13 2014, 89.41, 0, 0, 5.21, 1.46, 0, 0, 3.92, 
Jan 14 2014, 89.59, 0, 0, 5.21, 1.47, 0, 0, 3.73, 
Jan 15 2014, 89.65, 0, 0, 5.24, 1.46, 0, 0, 3.66, 
Jan 16 2014, 89.34, 0, 0, 5.31, 1.47, 0, 0, 3.88, 
Jan 17 2014, 89.4, 0, 0, 5.31, 1.45, 0, 0, 3.85, 
Jan 18 2014, 89.49, 0, 0, 5.3, 1.44, 0, 0, 3.78, 
Jan 19 2014, 89.25, 0, 0, 5.28, 1.44, 0, 0, 4.03, 
Jan 20 2014, 89.16, 0, 0, 5.29, 1.37, 0, 0, 4.18, 
Jan 21 2014, 88.98, 0, 0, 5.27, 1.29, 0, 0, 4.46, 
Jan 22 2014, 88.67, 0, 0, 5.2, 1.3, 0, 0, 4.82, 
Jan 23 2014, 89.12, 0, 0, 5.03, 1.3, 0, 0, 4.55, 
Jan 24 2014, 89.16, 0, 0, 5.01, 1.28, 0, 0, 4.56, 
Jan 25 2014, 89.52, 0, 0, 4.73, 1.29, 0, 0, 4.47, 
Jan 26 2014, 89.1, 0, 0, 4.9, 1.27, 0, 0, 4.72, 
Jan 27 2014, 89.05, 0, 0, 5, 1.28, 0, 0, 4.67, 
Jan 28 2014, 89.35, 0, 0, 4.81, 1.36, 0, 0, 4.47, 
Jan 29 2014, 89.37, 0, 0, 4.92, 1.44, 0, 0, 4.27, 
Jan 30 2014, 89.47, 0, 0, 4.86, 1.39, 0, 0, 4.28, 
Jan 31 2014, 89.43, 0, 0, 4.88, 1.41, 0, 0, 4.28, 
February 1 2014, 89.34, 0, 0, 4.88, 1.4, 0, 0, 4.38, 
February 2 2014, 89.08, 0, 0, 4.95, 1.4, 0, 0, 4.57, 
February 3 2014, 89.02, 0, 0, 4.95, 1.47, 0, 0, 4.56, 
February 4 2014, 89.21, 0, 0, 4.88, 1.48, 0, 0, 4.43, 
February 5 2014, 89.41, 0, 0, 4.78, 1.44, 0, 0, 4.38, 
February 6 2014, 89.53, 0, 0, 4.73, 1.42, 0, 0, 4.32, 
February 7 2014, 89.56, 0, 0, 4.73, 1.43, 0, 0, 4.28, 
February 8 2014, 89.36, 0, 0, 4.81, 1.46, 0, 0, 4.37, 
February 9 2014, 89.27, 0, 0, 4.91, 1.46, 0, 0, 4.36, 
February 10 2014, 89.19, 0, 0, 4.89, 1.43, 0, 0, 4.49, 
February 11 2014, 89.15, 0, 0, 4.72, 1.56, 0, 0, 4.57, 
February 12 2014, 88.87, 0, 0, 4.77, 1.39, 0, 0, 4.97, 
February 13 2014, 88.94, 0, 0, 4.75, 1.46, 0, 0, 4.85, 
February 14 2014, 88.91, 0, 0, 4.67, 1.43, 0, 0, 4.99, 
February 15 2014, 89.07, 0, 0, 4.55, 1.37, 0.01, 0, 5, 
February 16 2014, 88.82, 0, 0, 4.58, 1.38, 0.01, 0, 5.2, 
February 17 2014, 88.7, 0, 0, 4.53, 1.4, 0.01, 0, 5.36, 
February 18 2014, 88.85, 0, 0, 4.54, 1.36, 0.04, 0, 5.21, 
February 19 2014, 88.81, 0, 0, 4.6, 1.38, 0.05, 0, 5.17, 
February 20 2014, 88.73, 0, 0, 4.64, 1.37, 0.04, 0, 5.23, 
February 21 2014, 88.66, 0, 0, 4.63, 1.39, 0.04, 0, 5.28, 
February 22 2014, 88.86, 0, 0, 4.52, 1.47, 0.05, 0, 5.1, 
February 23 2014, 88.81, 0, 0, 4.6, 1.45, 0.05, 0, 5.09, 
February 24 2014, 88.78, 0, 0, 4.69, 1.4, 0.05, 0, 5.09, 
February 25 2014, 88.65, 0, 0, 4.83, 1.42, 0.04, 0, 5.05, 
February 26 2014, 88.89, 0, 0, 4.75, 1.36, 0.04, 0, 4.97, 
February 27 2014, 89.06, 0, 0, 4.59, 1.34, 0.03, 0, 4.99, 
February 28 2014, 88.34, 0, 0, 4.5, 1.34, 0.03, 0, 5.79, 
March 1 2014, 86.66, 0, 0, 4.38, 1.34, 0.02, 0, 7.6, 
March 2 2014, 87.46, 0, 0, 4.39, 1.32, 0.05, 0, 6.78, 
March 3 2014, 86.18, 0, 0, 4.27, 1.31, 0.04, 0, 8.19, 
March 4 2014, 83.68, 0, 0, 3.69, 1.2, 0.03, 0, 11.4, 
March 5 2014, 81.89, 0, 0, 4.41, 1.23, 0.04, 0, 12.44, 
March 6 2014, 85.64, 0, 0, 4.4, 1.29, 0.04, 0, 8.64, 
March 7 2014, 87.2, 0, 0, 4.55, 1.33, 0.04, 0, 6.88, 
March 8 2014, 87.63, 0, 0, 4.69, 1.32, 0.04, 0, 6.32, 
March 9 2014, 87.56, 0, 0, 4.63, 1.3, 0.04, 0, 6.48, 
March 10 2014, 86.73, 0, 0, 4.6, 1.26, 0.03, 0, 7.38, 
March 11 2014, 86.48, 0, 0, 4.67, 1.26, 0.03, 0, 7.56, 
March 12 2014, 87.01, 0, 0, 4.74, 1.24, 0.03, 0, 6.97, 
March 13 2014, 87, 0, 0, 4.94, 1.23, 0.04, 0, 6.79, 
March 14 2014, 87.55, 0, 0, 4.93, 1.23, 0.03, 0, 6.25, 
March 15 2014, 87.52, 0, 0, 4.87, 1.23, 0.03, 0, 6.34, 
March 16 2014, 87.84, 0, 0, 4.95, 1.24, 0.03, 0, 5.94, 
March 17 2014, 87.66, 0, 0, 5.1, 1.24, 0.03, 0, 5.97, 
March 18 2014, 88.69, 0, 0, 5.23, 1.25, 0.03, 0, 4.8, 
March 19 2014, 87.5, 0, 0, 5.78, 1.24, 0.03, 0, 5.44, 
March 20 2014, 87.66, 0, 0, 5.45, 1.25, 0.03, 0, 5.6, 
March 21 2014, 88.1, 0, 0, 5.16, 1.27, 0.03, 0, 5.45, 
March 22 2014, 88.07, 0, 0, 5.16, 1.27, 0.03, 0, 5.46, 
March 23 2014, 86.8, 0, 0, 5.13, 1.26, 0.03, 0, 6.79, 
March 24 2014, 87.29, 0, 0, 5.14, 1.23, 0.03, 0, 6.31, 
March 25 2014, 87.76, 0, 0, 5.18, 1.21, 0.04, 0, 5.81, 
March 26 2014, 88.24, 0, 0, 5.25, 1.2, 0.04, 0, 5.27, 
March 27 2014, 88.73, 0, 0, 5.33, 1.2, 0.04, 0, 4.7, 
March 28 2014, 89.09, 0, 0, 5.12, 1.19, 0.04, 0, 4.57, 
March 29 2014, 89.46, 0, 0, 5.31, 1.19, 0.04, 0, 4, 
March 30 2014, 89.2, 0, 0, 5.26, 1.16, 0.04, 0, 4.34, 
March 31 2014, 89.3, 0, 0, 5.5, 1.16, 0.04, 0, 4, 
April 1 2014, 89.35, 0, 0, 5.38, 1.11, 0.04, 0, 4.12, 
April 2 2014, 89.57, 0, 0, 5.25, 1.02, 0.04, 0, 4.12, 
April 3 2014, 90, 0, 0, 5, 1.01, 0.04, 0, 3.95, 
April 4 2014, 90.28, 0, 0, 4.86, 0.97, 0.04, 0, 3.86, 
April 5 2014, 90.18, 0, 0, 4.8, 1.01, 0.04, 0, 3.97, 
April 6 2014, 90.11, 0, 0, 4.76, 1.01, 0.04, 0, 4.08, 
April 7 2014, 90.15, 0, 0, 4.92, 1, 0.04, 0, 3.89, 
April 8 2014, 90.16, 0, 0, 4.98, 1, 0.04, 0, 3.82, 
April 9 2014, 90.26, 0, 0, 4.89, 1, 0.04, 0, 3.81, 
April 10 2014, 90.39, 0, 0, 4.97, 0.99, 0.04, 0, 3.61, 
April 11 2014, 90.71, 0, 0, 4.82, 1, 0.04, 0, 3.44, 
April 12 2014, 90.25, 0, 0, 5.01, 0.9, 0.04, 0, 3.81, 
April 13 2014, 90.45, 0, 0, 4.94, 0.84, 0.04, 0, 3.73, 
April 14 2014, 90.71, 0, 0, 4.83, 0.81, 0.04, 0, 3.61, 
April 15 2014, 90.38, 0, 0, 4.87, 0.79, 0.04, 0, 3.92, 
April 16 2014, 90.11, 0, 0, 4.98, 0.82, 0.04, 0, 4.06, 
April 17 2014, 90.13, 0, 0, 4.95, 0.75, 0.04, 0, 4.14, 
April 18 2014, 90.13, 0, 0, 4.93, 0.71, 0.04, 0, 4.2, 
April 19 2014, 90.14, 0, 0, 4.86, 0.72, 0.04, 0, 4.24, 
April 20 2014, 89.69, 0, 0, 5, 0.71, 0.04, 0, 4.56, 
April 21 2014, 89.85, 0, 0, 4.94, 0.69, 0.04, 0, 4.48, 
April 22 2014, 89.75, 0, 0, 4.93, 0.69, 0.04, 0, 4.6, 
April 23 2014, 89.91, 0, 0, 4.89, 0.69, 0.04, 0, 4.47, 
April 24 2014, 89.94, 0, 0, 4.87, 0.69, 0.05, 0, 4.45, 
April 25 2014, 89.91, 0, 0, 4.97, 0.67, 0.06, 0, 4.38, 
April 26 2014, 90.72, 0, 0, 4.75, 0.65, 0.09, 0, 3.79, 
April 27 2014, 90.8, 0, 0, 4.62, 0.66, 0.14, 0, 3.78, 
April 28 2014, 91, 0, 0, 4.58, 0.63, 0.11, 0, 3.68, 
April 29 2014, 90.78, 0, 0, 4.58, 0.65, 0.11, 0, 3.88, 
April 30 2014, 90.61, 0, 0, 4.65, 0.67, 0.1, 0, 3.97, 
